,totals_timeOnSite,hits_time
42651,1175,413599
42652,1175,413599
42653,1175,413599
42654,1175,413599
42655,1175,413599
42656,1175,413599
42657,1175,413599
42658,1175,413599
42659,1175,413599
42660,1175,413599
42662,1175,642978
42663,1175,642978
42664,1175,642978
42665,1175,856622
42666,1175,856622
42667,1175,856622
42668,1175,1118426
42669,1175,1118426
42670,1175,1118426
42671,1175,1159416
42672,1175,1159416
42673,1175,1159416
42674,1175,1175255
42675,1175,1175255
42676,1175,1175255
42677,1175,1175260
42678,1175,1175260
42679,1175,1175260
42681,700,31130
42682,700,31130
42683,700,31130
42684,700,31130
42685,700,31130
42686,700,31130
42687,700,31130
42688,700,31130
42689,700,31130
42690,700,31130
42691,700,31130
42692,700,31130
42693,700,233245
42694,700,233245
42695,700,233245
42696,700,233245
42697,700,233245
42698,700,233245
42699,700,233245
42700,700,233245
42701,700,233245
42702,700,233245
42703,700,233245
42704,700,233245
42705,700,254433
42706,700,254433
42707,700,257614
42708,700,268596
42709,700,283254
42710,700,283254
42711,700,283254
42712,700,283254
42713,700,283254
42714,700,283254
42715,700,283254
42716,700,283254
42717,700,283254
42718,700,283254
42719,700,283254
42720,700,283254
42721,700,290106
42722,700,290119
42723,700,293027
42725,700,372491
42726,700,372491
42727,700,593278
42728,700,593278
42729,700,684990
42730,700,684990
42731,700,699576
42732,700,699576
42733,700,699576
42734,700,699576
42747,489,265614
42748,489,265616
42749,489,267295
42750,489,278266
42751,489,278271
42752,489,281131
42758,489,342850
42759,489,342850
42760,489,397730
42761,489,397730
42762,489,415817
42763,489,415817
42764,489,488541
42765,489,488541
42766,489,488549
42767,489,488549
42769,226,27338
42770,226,27338
42771,226,27338
42772,226,27338
42773,226,27338
42774,226,27338
42775,226,27338
42776,226,27338
42777,226,27338
42778,226,27338
42779,226,27338
42780,226,27338
42781,226,42944
42782,226,42944
42783,226,42944
42784,226,42944
42785,226,42944
42786,226,42944
42787,226,42944
42788,226,42944
42789,226,42944
42790,226,42944
42791,226,42944
42792,226,42944
42793,226,57135
42794,226,57135
42795,226,65165
42796,226,72970
42797,226,72970
42798,226,85993
42800,226,121534
42801,226,121534
42802,226,147752
42803,226,147752
42804,226,165106
42805,226,165106
42806,226,187036
42807,226,187036
42808,226,213365
42809,226,213365
42810,226,225535
42811,226,225535
42812,226,225554
42813,226,225554
42824,165,4253
42825,165,4253
42826,165,9632
42827,165,11542
42828,165,11542
42829,165,11542
42837,165,86875
42838,165,123518
42839,165,155486
42840,165,165243
42841,165,165245
42852,791,47071
42853,791,47071
42854,791,436700
42855,791,444723
42856,791,444723
42857,791,444723
42858,791,444723
42859,791,444723
42860,791,444723
42861,791,444723
42862,791,444723
42863,791,444723
42864,791,444723
42865,791,444723
42866,791,444723
42867,791,448161
42868,791,448161
42869,791,453693
42873,791,520131
42874,791,520131
42875,791,567275
42876,791,567275
42877,791,611399
42878,791,611399
42879,791,774975
42880,791,774975
42881,791,790850
42882,791,790850
42883,791,790851
42884,791,790851
42897,843,933
42898,843,933
42899,843,933
42900,843,933
42901,843,933
42902,843,933
42903,843,933
42904,843,933
42905,843,933
42906,843,933
42907,843,933
42908,843,933
42910,843,225244
42911,843,225244
42912,843,225244
42913,843,225244
42914,843,225244
42915,843,225244
42916,843,225244
42917,843,225244
42918,843,225244
42919,843,225244
42920,843,225244
42921,843,225244
42922,843,333653
42923,843,333653
42924,843,342748
42928,843,479601
42929,843,479601
42930,843,662979
42931,843,662979
42932,843,680325
42933,843,680325
42934,843,702965
42935,843,702965
42936,843,790949
42937,843,790949
42938,843,842925
42939,843,842925
42940,843,842927
42941,843,842927
42943,1375,25217
42944,1375,25217
42945,1375,25217
42946,1375,25217
42947,1375,25217
42948,1375,25217
42949,1375,25217
42950,1375,25217
42951,1375,25217
42952,1375,25217
42953,1375,100824
42954,1375,100824
42955,1375,100824
42961,1375,1119891
42962,1375,1164773
42963,1375,1218149
42964,1375,1250550
42965,1375,1289583
42966,1375,1289584
42971,748,34700
42972,748,34700
42973,748,34700
42974,748,34700
42975,748,34700
42976,748,34700
42977,748,34700
42978,748,34700
42979,748,34700
42980,748,34700
42981,748,34700
42982,748,34700
42983,748,325248
42984,748,325248
42985,748,325248
42986,748,325248
42987,748,325248
42988,748,325248
42989,748,325248
42990,748,325248
42991,748,325248
42992,748,325248
42993,748,325248
42994,748,325248
42995,748,361220
42996,748,361220
42997,748,361220
42998,748,361220
42999,748,361220
43000,748,361220
43001,748,361220
43002,748,361220
43003,748,361220
43004,748,361220
43005,748,395638
43006,748,395640
43007,748,434383
43012,748,544859
43014,748,544859
43015,748,638319
43017,748,638319
43018,748,657587
43020,748,657587
43021,748,724160
43023,748,724160
43024,748,748018
43026,748,748018
43027,748,748020
43029,748,748020
43033,398,63810
43034,398,63810
43035,398,67840
43036,398,67841
43037,398,73556
43038,398,76802
43039,398,76802
43040,398,76802
43041,398,79541
43044,398,158811
43045,398,165527
43047,398,214454
43048,398,398168
43049,398,398179
43051,1077,45147
43052,1077,45147
43053,1077,45147
43054,1077,45147
43055,1077,45147
43056,1077,45147
43057,1077,45147
43058,1077,45147
43059,1077,45147
43060,1077,45147
43061,1077,45147
43062,1077,45147
43063,1077,63938
43064,1077,63938
43065,1077,63938
43066,1077,63938
43067,1077,63938
43068,1077,63938
43069,1077,63938
43070,1077,63938
43071,1077,63938
43072,1077,63938
43073,1077,63938
43074,1077,63938
43075,1077,105210
43076,1077,105222
43077,1077,130316
43078,1077,205793
43079,1077,205793
43080,1077,205793
43081,1077,205793
43082,1077,205793
43083,1077,205793
43084,1077,205793
43085,1077,205793
43086,1077,205793
43087,1077,205793
43088,1077,205793
43089,1077,205793
43094,1077,607259
43095,1077,607259
43096,1077,959840
43097,1077,959840
43098,1077,979704
43099,1077,979704
43100,1077,1026082
43101,1077,1026082
43102,1077,1076542
43103,1077,1076542
43104,1077,1076558
43105,1077,1076558
43108,3248,9994
43109,3248,9994
43110,3248,9994
43111,3248,26336
43112,3248,26336
43113,3248,26336
43114,3248,26336
43115,3248,26336
43116,3248,26336
43117,3248,26336
43118,3248,26336
43119,3248,26336
43120,3248,26336
43121,3248,26336
43122,3248,26336
43123,3248,38043
43124,3248,38043
43125,3248,38043
43126,3248,38043
43127,3248,38043
43128,3248,38043
43129,3248,38043
43130,3248,38043
43131,3248,38043
43132,3248,38043
43133,3248,38043
43134,3248,38043
43135,3248,909503
43141,3248,1335452
43142,3248,1375629
43143,3248,1412785
43144,3248,1434172
43145,3248,3227810
43146,3248,3247512
43147,3248,3247526
43149,773,33995
43150,773,33995
43151,773,33995
43152,773,33995
43153,773,33995
43154,773,33995
43155,773,33995
43156,773,33995
43157,773,33995
43158,773,33995
43159,773,33995
43160,773,33995
43161,773,37217
43162,773,37217
43163,773,37217
43164,773,37217
43165,773,37217
43166,773,37217
43167,773,37217
43168,773,37217
43169,773,37217
43170,773,37217
43171,773,37217
43172,773,37217
43173,773,119608
43174,773,119608
43175,773,127131
43176,773,127131
43177,773,127131
43178,773,127131
43179,773,127131
43180,773,127131
43181,773,127131
43182,773,127131
43183,773,127131
43184,773,127131
43191,773,229525
43192,773,709337
43193,773,721086
43194,773,761761
43195,773,773305
43196,773,773306
43198,625,292019
43199,625,292019
43200,625,292019
43201,625,292019
43202,625,292019
43203,625,292019
43204,625,292019
43205,625,292019
43206,625,307387
43207,625,307392
43208,625,311886
43209,625,316997
43216,625,399176
43217,625,399176
43218,625,399176
43219,625,556967
43220,625,556967
43221,625,556967
43222,625,604652
43223,625,604652
43224,625,604652
43225,625,624814
43226,625,624814
43227,625,624814
43228,625,624816
43229,625,624816
43230,625,624816
43238,962,555338
43242,962,692237
43243,962,692237
43244,962,692237
43245,962,692237
43246,962,692237
43247,962,692237
43248,962,709188
43249,962,709188
43250,962,709188
43251,962,709188
43252,962,709188
43253,962,709188
43254,962,887242
43255,962,887242
43256,962,887242
43257,962,887242
43258,962,887242
43259,962,887242
43260,962,941686
43261,962,941686
43262,962,941686
43263,962,941686
43264,962,941686
43265,962,941686
43266,962,961631
43267,962,961631
43268,962,961631
43269,962,961631
43270,962,961631
43271,962,961631
43272,962,961704
43273,962,961704
43274,962,961704
43275,962,961704
43276,962,961704
43277,962,961704
43279,574,10583
43280,574,10583
43281,574,10583
43282,574,10583
43283,574,10583
43284,574,10583
43285,574,10583
43286,574,10583
43287,574,10583
43288,574,10583
43289,574,10583
43290,574,10583
43296,574,239949
43297,574,239949
43298,574,239949
43299,574,261146
43300,574,261146
43301,574,261146
43302,574,311747
43303,574,311747
43304,574,311747
43305,574,350423
43306,574,350423
43307,574,350423
43308,574,433287
43309,574,433287
43310,574,433287
43311,574,492448
43312,574,492448
43313,574,492448
43314,574,541508
43315,574,541508
43316,574,541508
43317,574,553378
43318,574,553378
43319,574,553378
43320,574,553383
43321,574,553383
43322,574,553383
43325,501,9899
43326,501,9899
43327,501,9899
43328,501,9899
43329,501,9899
43330,501,9899
43331,501,9899
43332,501,9899
43338,501,124431
43339,501,124431
43340,501,124431
43341,501,124431
43342,501,124431
43343,501,124431
43344,501,124431
43345,501,124431
43346,501,124431
43347,501,124431
43348,501,124431
43349,501,124431
43350,501,232724
43351,501,232724
43352,501,232724
43353,501,232724
43354,501,232724
43355,501,256119
43356,501,256119
43357,501,256119
43358,501,256119
43359,501,256119
43360,501,256119
43361,501,256119
43362,501,256119
43364,501,299313
43365,501,299313
43366,501,299313
43367,501,323104
43368,501,323104
43369,501,323104
43370,501,336265
43371,501,336265
43372,501,336265
43373,501,478017
43374,501,478017
43375,501,478017
43376,501,501297
43377,501,501297
43378,501,501297
43379,501,501297
43380,501,501297
43381,501,501297
43389,1628,1007896
43390,1628,1007896
43391,1628,1007896
43392,1628,1007896
43393,1628,1040658
43394,1628,1040658
43395,1628,1040658
43396,1628,1040658
43397,1628,1040658
43398,1628,1040658
43399,1628,1040658
43400,1628,1040658
43401,1628,1040658
43402,1628,1040658
43403,1628,1040658
43404,1628,1040658
43406,1628,1062528
43407,1628,1062528
43408,1628,1094231
43409,1628,1094231
43410,1628,1126398
43411,1628,1126398
43412,1628,1245055
43413,1628,1245055
43414,1628,1592255
43415,1628,1592255
43416,1628,1592255
43417,1628,1592255
43418,1628,1627855
43419,1628,1627855
43420,1628,1627855
43421,1628,1627855
43422,1628,1627855
43423,1628,1627855
43424,1628,1627855
43425,1628,1627855
43426,1628,1627855
43427,1628,1627855
43428,1628,1627855
43429,1628,1627855
43431,1352,36415
43432,1352,36415
43433,1352,36415
43434,1352,36415
43435,1352,36415
43436,1352,36415
43437,1352,36415
43438,1352,36415
43439,1352,36415
43440,1352,36415
43441,1352,36415
43442,1352,36415
43445,1352,67463
43446,1352,67463
43447,1352,67463
43448,1352,67463
43449,1352,67463
43450,1352,67463
43451,1352,67463
43452,1352,67463
43453,1352,67463
43454,1352,67463
43455,1352,67463
43456,1352,67463
43457,1352,73279
43458,1352,73292
43459,1352,76773
43462,1352,1174334
43463,1352,1174334
43464,1352,1209243
43465,1352,1209243
43466,1352,1233793
43467,1352,1233793
43468,1352,1287841
43469,1352,1287841
43470,1352,1324155
43471,1352,1324155
43472,1352,1351581
43473,1352,1351581
43474,1352,1351627
43475,1352,1351627
43479,870,29462
43480,870,29462
43481,870,29462
43482,870,29462
43483,870,29462
43484,870,35449
43485,870,35450
43486,870,38944
43490,870,235009
43491,870,741936
43492,870,780892
43493,870,805950
43494,870,855195
43495,870,870242
43496,870,870244
43498,1331,11537
43499,1331,11537
43500,1331,11537
43501,1331,11537
43502,1331,11537
43503,1331,11537
43504,1331,11537
43505,1331,11537
43506,1331,11537
43507,1331,11537
43508,1331,11537
43509,1331,11537
43510,1331,28712
43511,1331,28713
43512,1331,34204
43513,1331,35940
43514,1331,47003
43515,1331,62506
43516,1331,62506
43517,1331,62506
43518,1331,62506
43519,1331,62506
43520,1331,62506
43521,1331,62506
43522,1331,62506
43523,1331,62506
43524,1331,62506
43525,1331,62506
43526,1331,62506
43527,1331,157776
43528,1331,157776
43529,1331,157776
43530,1331,157776
43531,1331,157776
43532,1331,157776
43533,1331,157776
43534,1331,157776
43535,1331,157776
43536,1331,157776
43537,1331,157776
43538,1331,157776
43540,1331,204169
43541,1331,1211734
43542,1331,1221846
43543,1331,1226748
43544,1331,1303233
43545,1331,1330633
43546,1331,1330633
43548,667,15886
43549,667,15886
43550,667,15886
43551,667,15886
43552,667,15886
43553,667,15886
43554,667,15886
43555,667,15886
43556,667,15886
43557,667,15886
43558,667,15886
43559,667,15886
43560,667,43645
43561,667,43655
43562,667,64861
43563,667,64886
43564,667,68759
43565,667,126520
43566,667,126520
43567,667,126520
43570,667,401144
43571,667,401144
43572,667,401144
43573,667,401144
43574,667,464172
43575,667,464172
43576,667,464172
43577,667,464172
43578,667,590099
43579,667,590099
43580,667,590099
43581,667,590099
43582,667,618578
43583,667,618578
43584,667,618578
43585,667,618578
43586,667,618580
43587,667,618580
43588,667,618580
43589,667,618580
43593,1111,28740
43594,1111,28740
43595,1111,28740
43596,1111,28740
43597,1111,28740
43598,1111,28740
43599,1111,28740
43600,1111,28740
43601,1111,28740
43602,1111,28740
43603,1111,28740
43604,1111,28740
43605,1111,45064
43606,1111,45064
43607,1111,45064
43608,1111,45064
43609,1111,45064
43610,1111,45064
43611,1111,45064
43612,1111,45064
43613,1111,45064
43614,1111,45064
43615,1111,45064
43616,1111,50171
43617,1111,50171
43618,1111,54195
43619,1111,63656
43620,1111,63656
43621,1111,63656
43622,1111,63656
43623,1111,63656
43624,1111,63656
43625,1111,63656
43626,1111,63656
43627,1111,63656
43628,1111,63656
43629,1111,63656
43630,1111,67342
43631,1111,67343
43632,1111,71426
43634,1111,90303
43635,1111,90303
43636,1111,121402
43637,1111,121402
43638,1111,145803
43639,1111,145803
43640,1111,1080470
43641,1111,1080470
43642,1111,1111074
43643,1111,1111074
43644,1111,1111076
43645,1111,1111076
43647,786,13378
